#
260.11,264.66,259.61,2111000,262.68
259.53,261.36,258.06,2185600,259.33
261.06,263.44,258.51,2797500,260.32
254.36,262.69,253.52,4294500,262.41
248.16,254.28,247.43,2405400,252.22
244.83,247.86,244.16,1342800,247.69
246.49,247.5,242.22,2157200,245.27
246.26,247,243.67,1755200,243.97
250,250.49,246.51,2000700,247
248.62,250.57,246.5,2322300,248.67
242.03,248,242.03,3402400,247.69
238.47,242.37,237.2,1957500,241.28
240.02,240.75,237.36,2158600,239.82
236.29,240,234.99,2392400,236.19
239.87,239.9,230.58,3487400,234.49
237.82,242.7,237.19,1922400,240.57
239.21,239.69,235.35,2010500,238.92
238.5,240.4,235.51,2008500,237.96
239.03,240.13,235.7,2339400,237.85
236.79,240.43,235.58,2972500,239.07
237.87,239.16,235.21,5230300,235.21
235,238.46,234.8,2511600,237.33
237.57,239,235.45,2767700,236.41
234.95,237.93,233.84,2411700,237.6
232.39,234.62,232.21,2244800,233.5
232.78,235,228.73,1833600,229.23
226,233.54,225.71,2477200,233.18
226,228.96,223.54,2003100,226.97
231.29,232.47,224.58,3158500,225.3
228.26,233.79,226.61,2657500,232.64
224,228.68,222.61,2422000,228.05
221.8,224.71,220.36,1867700,223.88
216,221.7,213.53,2033700,220.69
225.92,226.79,219.36,3002400,219.99
224.96,229.43,224.44,2449100,225.55
226.12,226.75,224.11,2151500,224.86
224.85,225.71,223.63,1838200,224.99
224.49,226.49,222.78,2463900,226.11
223.5,227.95,221.88,2733900,222.48
220.77,221.19,218.5,3056100,220.69
226.42,227.02,220.36,2654500,221.05
228,228.98,225.71,2214000,226.14
226.1,227.66,223.57,2140400,225.33
223.51,224.77,221,2445900,223.69
218.6,224.66,216.2,3329900,223.49
227.5,228.99,220.47,4169100,222.57
227.19,230.49,225.36,2514600,230.3
226.6,233.37,226.54,4022100,229.45
225.6,228.99,224.77,2998400,227.16
227.28,230.34,225.7,3521100,226.05
221,227.97,220.55,3434900,227.39
224.12,224.64,218.58,3689400,221.96
227.14,227.98,222.17,4342200,225.6
223.59,230,223.05,8565200,226.35
211.01,225.6,208.8,12591500,220
204.01,205.6,197.11,5326400,201
196.85,201.23,196.75,3493000,201.17
198.5,198.65,195.97,2926200,197.05
193.98,199.25,193.02,3927700,198.65
190.96,193.2,190.56,1856800,193.18
192.26,192.86,190.79,1571300,191.32
190.8,192.35,189.56,2137400,190.91
187.23,190.1,186.69,1779100,189.51
189.12,191.78,186.89,2800900,188.23
187.99,189,187.53,1664900,188.55
187.47,188.98,186.15,2229700,186.92
185.81,187.56,185.26,1897100,186.76
183.2,184.56,181.83,1541300,184.41
182.31,183.94,181.59,1467000,182.93
181.79,182.78,179.92,1444500,181.4
183.88,183.89,180.68,2415300,181.79
186.37,187.25,182.17,4449600,183.83
179.9,183.5,179.63,1917200,179.97
180.44,180.88,178.31,2083700,178.86
177.54,180.46,177.22,3128000,179.63
177,178.72,175.83,2635100,178
178.52,178.65,175.1,2529400,175.6
180.59,181.74,178.35,2062200,178.46
180.32,180.55,177.61,1765200,178.14
179.25,180.71,177.99,1751200,179.33
179.14,181,177.93,2074900,180.17
177.69,178.42,176.93,1763400,177.85
176.38,179.23,175.8,2510700,176.93
176.41,176.41,173.66,2497100,173.88
176.19,176.99,173.52,2718400,176.33
180.6,180.82,176.2,2142800,178.2
181.52,181.52,177.24,2571200,179.19
180,182.15,177.31,3057800,180.06
186.03,186.1,178.21,4089200,181.07
191.6,192.38,183.68,4893100,185.75
186.24,188.59,184.75,2451900,187.53
186.73,187.2,184.51,2080600,185.75
188.71,188.71,185.21,1424800,187.31
188.6,189.25,187,1192500,187.6
186.15,188.1,185.59,2071200,187.26
189.95,190.49,184.32,3396400,186.1
190.94,192.29,189.36,1915000,189.88
192.78,193.74,190.09,1567700,190.39
191.23,193,189.83,2175400,191.95
191.03,191.99,189.97,2804800,190.63
192.7,193.56,190.37,2147900,191.8
190,193.56,188.08,2921500,191.69
183.17,189.42,182.89,3863900,188.76
182.68,183.62,181.29,4685700,182.43
187.97,190.71,185.68,3586900,186.05
186.83,192.37,186.39,3926600,190.64
187.08,187.46,185.24,1993000,186.14
186.25,187.98,185.67,1816600,186.83
183.54,187.33,182.96,3211500,186.6
182.37,184.93,181.62,2868100,183.57
178.9,183.59,178.36,3479400,182.98
178.5,178.54,176.68,2407900,177.47
176.3,178.3,174.77,2328200,178.03
177.89,178,176.28,2128900,176.71
179.01,179.01,176.9,2017200,177.4
180.1,180.4,178,2431500,178.64
180.45,181.17,177.19,3487000,180.06
181.08,182.96,176.07,7404200,180.23
187.81,188.6,186.1,3169500,187.86
187.9,188,184.9,2895000,186.67
182.86,187.5,182.33,3750300,186.99
180,180.65,179.54,1908400,180.03
180.4,180.4,177.86,1628700,178.08
178.99,180.38,178.41,2478500,178.64
175.62,181.18,175.34,3998400,177.81
173.31,174.56,172.07,1806600,174.47
172.61,173.8,172.61,1365700,173.31
173.55,174.76,172.46,1336700,172.61
172.47,174.87,172.33,1205400,173.61
173.97,175.24,172.58,1844500,173.01
172.3,174.68,172.17,1701000,174.22
173.68,173.94,171.17,1963500,172.44
173.8,174.73,173.04,2057900,173.38
175.35,176.31,172.46,2187200,172.92
174.76,176.66,174.13,1899200,175.2
173,175.9,173,2352400,175
171.46,173.95,171.46,2537000,172.52
171.71,172.62,171.17,2380700,172.36
170,172.1,169.34,1510600,170.66
168.93,170.67,168.58,2059200,169.79
166.23,170.67,166,2047800,168.93
170.39,170.47,167.85,2157600,168.26
168.75,170.02,167.25,2847700,169.61
169.82,169.82,167.75,3482600,169.56
177.5,177.7,170.27,3351300,171.4
177.1,177.86,174.59,1829100,176.13
176.89,178.86,176.18,2017400,176.62
173.54,177.55,173.4,4043600,176.57
173.01,173.31,170.42,2651300,172.04
173,173.5,172.01,1015500,172.84
172.89,174.11,172.5,1549400,173.25
173.55,173.91,171.93,1802700,172.74
174.03,175.2,172.94,1943400,173.32
173.81,175.3,173.3,1228500,173.87
172.77,174,171.24,1366200,173.74
174.15,174.15,172.38,1223300,173.3
174.53,175.71,173.28,1115700,173.79
175.33,176.49,172.97,2108800,174.48
176.44,176.79,175.13,1799100,175.33
172.8,175.92,172.8,2392000,174.13
175.17,176.28,171.73,3520700,172.97
181,181.75,173.91,7534000,175.17
187.89,188.54,183.91,3812900,184.64
185,187.98,184.97,2698600,186.01
185.23,185.93,183.31,3465400,185.62
183.92,185.21,183.33,1622700,185.17
183.62,186.75,182.77,2301500,184.94
183.65,185.14,182.81,1203400,183.58
184.01,185.66,182.28,1932000,182.77
184.5,185.44,183.33,2428500,184.31
182.58,184.16,181.21,2149800,183.99
181.23,183.46,181.06,1743700,181.5
179.16,182.41,177.53,2114200,181.5
179.58,179.6,176.75,1535200,178.17
175.79,179.08,175.15,2320900,177.81
174.96,176.59,173.56,1578100,175.17
173.51,175.18,172.46,962600,173.4
176.73,176.73,172.55,1216400,173.82
173.68,176.18,173.01,1325800,175.07
173.16,174.97,171.72,1358900,174.72
175,175,173.22,1575700,174.1
177.65,177.67,174.65,2194200,174.95
177.4,179,176.25,2122000,176.61
177.7,179,175.5,1600400,176.05
173.94,176.18,173.28,2100600,175.97
175.3,176.46,173.13,2048400,173.44
176.84,176.84,174.43,1430500,176.09
178.59,180.78,174.73,2005000,176.54
175.58,178.28,174.49,2065900,176.96
178,178.71,176.36,1411900,176.48
178.8,179.47,175.66,2680100,177.57
179.57,180.18,176.8,1929900,179.32
179.83,183,178.3,2922300,180.31
178,179.72,176.82,1759000,177.16
176.28,177.28,173.25,2254700,176.38
172.65,177.84,172.5,2733000,177.47
169.74,173.26,168.3,2033200,171.96
166.3,169.66,165.82,2314700,168.3
166.76,167.23,163.56,1503000,164.41
165.61,167.59,165.46,1586900,166.5
165.12,167.01,164.76,1670200,165.54
